Date,BTO.TO,MFC.TO,CVE.TO,ENB.TO,ABX.TO,K.TO,HR-UN.TO,KAT.TO,BMO.TO,YRI.TO,CNQ.TO
2019-04-01,,,,,,,,,,,
2019-04-02,0.0,0.0012911955705137818,0.0008233950698180324,0.007807820708436943,0.004461824642094061,0.013423007444649979,0.006398030013888543,-0.04082201687199717,0.0064827885800556664,0.0,-0.0008073666471278215
2019-04-03,-0.0027434976786608837,0.008138940934396521,-0.016598031025089235,0.006527925483699346,-0.010067220424520244,0.008849606874565697,-0.00042517070753615623,0.02061932901721869,0.0004893437564034914,0.0,-0.003775653147148002
2019-04-04,0.010929117081234832,-0.0008536894004751135,0.005840810376239641,0.0010162193451959916,0.017827961272716436,0.026088411742531663,-0.004262470984097784,-0.041672718399676796,0.00117346448528635,0.03230826505998769,-0.00027010140806709636
2019-04-05,0.01884310292060912,0.008503516700023106,0.04553620881599756,0.005469450375682344,-0.003872788475585144,0.0021436726244676144,-0.004710072808593783,0.02105338938245812,0.00029328695721948567,0.0,0.03739985866319299
2019-04-08,-0.02977222000184376,-0.0008470966672447664,0.020457087829271983,-0.0016175191796732507,-0.00333163484408303,0.012766118518452095,0.0004290902764380542,0.0,-0.0008798082186487068,0.011494205525751418,0.013447404016833045
2019-04-09,0.027101980160286372,-0.0025456884975608306,-0.007034043566981518,-0.005681804281701467,0.01600035153845329,0.012605196922655411,0.00042872958840913444,-0.021053389382458158,-0.002742176443408398,0.019802686690748274,0.004613076091215336
2019-04-10,-0.018893964735545724,0.00677409824977157,0.04673384336991072,-0.002241050026152432,-0.007692409057610799,-0.016842487331475132,0.006411792288606246,0.0,0.0008822230535505933,-0.0226637895692917,0.010428678813845165
2019-04-11,0.0027211016564939895,0.012578667811655786,-0.012806224887548274,0.012566116651486218,-0.009977824395762615,-0.012820676019081425,0.006793872539665013,0.0,0.004692115455742293,-0.020261174036744153,0.0017695460785814316
2019-04-12,0.005420025550037618,0.007058388619649007,0.0,0.005623604891308327,-0.0022309632025987627,-0.006472559785504095,-0.0006377322131560716,0.0,0.006706514738813993,0.0,0.004284889448254496
2019-04-15,-0.013605644952611485,0.005364101694976524,-0.009139336766813212,-0.00140291885769432,0.01880592741575679,0.010764407694953368,-0.004691975655481582,0.0,0.0029019422137388216,-0.03571811462665971,-0.0037797760824782732
2019-04-16,-0.02777961685559635,0.009828065711670124,0.006862339989869675,-0.004825167998426189,-0.028343199249074698,-0.01076440769495334,-0.01464297820430174,0.02105338938245812,0.003278775619592152,-0.07550762409250507,0.02246717941172366
2019-04-17,0.022285074007491173,0.0077125839526749045,0.029942388521044593,-0.0020172285403844132,-0.005652926548738107,-0.03077162963851731,-0.006092206371594064,0.0,0.012628016530688551,0.0,0.03134745448335047
2019-04-18,-0.002758700550625144,-0.003645894113506112,-0.0044346562696923565,0.005437506734392972,0.0033957413416925413,-0.034055526289818935,0.009556900792895921,0.0,0.0029426967379970054,-0.026491534061805072,0.0033437110283497076
2019-04-22,-0.013908289754537138,-0.008559111087884595,0.03207271967934194,0.0010036128136331763,-0.023436326178067308,-0.0233655268272645,-0.011304203599333238,-0.021053389382458158,-0.0005688569192013977,-0.030666805667276874,-0.010787608918730063
2019-04-23,-0.00843890451136935,0.009775940445190099,0.005009021867893882,0.015331492942038418,-0.004637934871912142,0.00471698536904043,-0.0074611677226901025,0.0,0.001800308854559561,0.010327061618352196,0.016256698989035458
2019-04-24,0.03333642915230715,-0.011824818993858113,-0.019460120827841643,0.00865626835352577,0.004059409758590798,0.030129767580092396,-0.0026467970230467167,-0.021506184544051773,-0.0024644222145448727,0.023689760083189036,-0.022057950787798816
2019-04-25,-0.016529306319528914,0.002867125783459138,-0.0007280767450180463,0.0,0.0028891734210834373,-0.018433683459957186,-0.0004417241585092898,0.0,-0.0002847766321406841,-0.006711373537780526,-0.013177391449379698
2019-04-26,0.01652930631952888,0.0032666345196339275,-0.019118195917942664,-0.015198181780018045,0.009761920462378863,0.029784478250836317,0.0101122288334292,0.0,0.003317108037991182,0.023295471333462128,-0.0049249133448270414
2019-04-29,-0.019310961157391133,-0.003675674445964638,-0.005956763774459033,-0.003187352567789092,-0.02781177729383379,-0.029784478250836275,0.002621179024815995,0.0,0.00678927473678815,-0.02666816567913461,0.003941849010396925
2019-04-30,0.013831471991059883,0.009366733136729692,-0.008249051648652127,-0.01264933395990681,0.0005873601776717344,-0.009345853047052549,-0.0013097306902187884,0.0,0.003882005760788487,-0.006779624964029495,-0.01112625224162492
2019-05-01,-0.01383147199105982,0.00121543104357805,-0.049392730065811956,0.0010096934364128905,-0.0070713084453155,-0.03341607842489527,-0.0013114483345971432,-0.04445178612998185,9.460752721491509e-05,-0.02409762154216822,-0.03285617939502154
2019-05-02,-0.00839169366451948,-0.0032442764074201236,-0.030524469486304776,-0.013412092840181139,-0.0035545514246051683,-0.004866185134600146,0.0,0.022472834779709055,-0.0009454360759537681,-0.039081292551047433,-0.029728357427668977
2019-05-03,-0.008462642621512058,0.0133147900704917,-0.010660188145235509,0.006728490629224529,0.0035545514246051297,0.007290484232693631,-0.006143086692694875,-0.045462330951949494,0.0035876298044403587,0.010810860719208275,-0.00132433019412086
2019-05-06,-0.0028368934945344894,-0.012502774063955176,0.009027513003058192,0.003853657950266028,0.0011820103829220296,-0.00242429909809359,0.010072372568221724,-0.04762807434573984,0.0023532457697081604,0.024779932368479744,-0.0013259777008793965
2019-05-07,0.03900219093795718,-0.018845248925511055,-0.022305647766003474,-0.0022292417337252753,0.011160184924807881,-0.01467017606458078,0.002176293595933751,0.024097529080210435,-0.0076447820545208316,0.003490499463359484,-0.010404512548002308
2019-05-08,-0.033336429152307105,0.01151317640242567,0.007490607467815366,0.004655480022126568,-0.010569703251525517,0.02673309458668794,-0.004794131136863449,-0.04879011804678987,-0.0007581500652014334,-0.028270431831839252,0.01648982851787742
2019-05-09,0.011236053965005644,-0.008622370066672517,0.0,-0.007093053757643714,-0.01846949888184699,-0.007220298519253685,0.006965520914251273,0.024692588966579433,-0.008761156950055686,-0.014440639246001648,0.0005274918103275498
